Link,Name,School,Location,Language of instruction,Standard length of studies,Degree,Area of Focus,Tuition fees,Admission requirements (Germany),Admission requirements (Link),Admission Mode,Admission Semester,Lecture Period,Website,International Office (AAA),AAA Mail,AAA Link
https://www.daad.de/deutschland/studienangebote/studiengang/en/?a=detail&id=w32788&q=&degree=37&subjects%5B380%5D=1&studyareas%5B380%5D=1&studyfields%5B394%5D=1&studyfields%5B390%5D=1&courselanguage=2&locations=&universities%5B1%5D=1&admissionsemester=&sort=name&page=6,Master in Automotive Management,EBS University of Business and Law,Wiesbaden,English,3 semesters,Master of Science (Master of Science),,795000 EUR per semester,- Proof of a Bachelor's degree or a degree recognised as equivalent with at least 180 ECTS - Work placement or professional experience of at least 10 weeks - Proof of very good command of English (TOEFL IELTS or comparable test) - Valid GMAT GRE or EBScore - Passing the oral selection procedure (PMA - Personal Master's Assessment),https://www.ebs.edu/de/studienprogramm/master-in-automotive-management,,Winter Semester only,27.08.2018 - 26.08.2019 This information refers to a study year at EBS.,https://www.ebs.edu/en/study-course/master-in-automotive-management-msc-full-time,International Programmes Schloß Reichartshausen 65375 Oestrich-Winkel Tel.: 0611 7102 00,info@ebs.de,https://www.ebs.edu/de/international-programmes-office
https://www.daad.de/deutschland/studienangebote/studiengang/en/?a=detail&id=w20892&q=&degree=37&subjects%5B380%5D=1&studyareas%5B380%5D=1&studyfields%5B394%5D=1&studyfields%5B390%5D=1&courselanguage=2&locations=&universities%5B1%5D=1&admissionsemester=&sort=name&page=6,Master in Finance,EBS University of Business and Law,Wiesbaden,English,3 semesters,Master of Science (Master of Science),,795000 EUR per semester,- Proof of a Bachelor's degree or a degree recognised as equivalent with at least 180 ECTS - Work placement or professional experience of at least 10 weeks - Proof of very good command of English (TOEFL IELTS or comparable test) - Valid GMAT GRE or EBScore - Passing the oral selection procedure (PMA - Personal Master's Assessment),https://www.ebs.edu/de/studienprogramm/master-in-finance,,Winter Semester only,27.08.2018 - 26.08.2019 This information refers to a study year at EBS.,https://www.ebs.edu/de/studienprogramm/master-in-finance,International Programmes Schloß Reichartshausen 65375 Oestrich-Winkel Tel.: 0611 7102 00,info@ebs.de,https://www.ebs.edu/de/international-programmes-office
https://www.daad.de/deutschland/studienangebote/studiengang/en/?a=detail&id=w20878&q=&degree=37&subjects%5B380%5D=1&studyareas%5B380%5D=1&studyfields%5B394%5D=1&studyfields%5B390%5D=1&courselanguage=2&locations=&universities%5B1%5D=1&admissionsemester=&sort=name&page=6,Master in Management,EBS University of Business and Law,Wiesbaden,English,3 semesters,Master of Science (Master of Science),,795000 EUR per semester,- Proof of a Bachelor's degree or a degree recognised as equivalent with at least 180 ECTS - Work placement or professional experience of at least 10 weeks - Proof of very good command of English (TOEFL IELTS or comparable test) - Valid GMAT GRE or EBScore - Passing the oral selection procedure (PMA - Personal Master's Assessment),https://www.ebs.edu/de/studienprogramm/master-in-management,,Winter Semester only,27.08.2018 - 26.08.2019 This information refers to a study year at EBS.,https://www.ebs.edu/de/studienprogramm/master-in-management,International Programmes Schloß Reichartshausen 65375 Oestrich-Winkel Tel.: 0611 7102 00,info@ebs.de,https://www.ebs.edu/de/international-programmes-office
https://www.daad.de/deutschland/studienangebote/studiengang/en/?a=detail&id=w43056&q=&degree=37&subjects%5B380%5D=1&studyareas%5B380%5D=1&studyfields%5B394%5D=1&studyfields%5B390%5D=1&courselanguage=2&locations=&universities%5B1%5D=1&admissionsemester=&sort=name&page=7,Master in Management,ESMT European School of Management and Technology,Berlin,English,4 semesters,Master of Science (Master of Science),,2500000 EUR total,A first professionally qualifying university degree is required as well as analytical skills for quantitative specialisations. A very good GMAT (or GRE) result as well as proof of command of English (TOEFL or a comparable test). No more than 18 months of professional experience.,http://www.esmt.org/degree-programs/masters-management/masters-management-admissions,open admission,Winter Semester only,Enquire at the university,http://www.esmt.org/mim,,,
https://www.daad.de/deutschland/studienangebote/studiengang/en/?a=detail&id=w20893&q=&degree=37&subjects%5B380%5D=1&studyareas%5B380%5D=1&studyfields%5B394%5D=1&studyfields%5B390%5D=1&courselanguage=2&locations=&universities%5B1%5D=1&admissionsemester=&sort=name&page=7,Master in Real Estate,EBS University of Business and Law,Wiesbaden,English,3 semesters,Master of Science (Master of Science),,795000 EUR per semester,- Proof of a Bachelor's degree or a degree recognised as equivalent with at least 180 ECTS - Work placement or professional experience of at least 10 weeks - Proof of very good command of English (TOEFL IELTS or comparable test) - Valid GMAT GRE or EBScore - Passing the oral selection procedure (PMA - Personal Master's Assessment),https://www.ebs.edu/de/studienprogramm/master-in-real-estate,,Winter Semester only,27.08.2018 - 26.08.2019 This information refers to a study year at EBS.,https://www.ebs.edu/de/studienprogramm/master-in-real-estate,International Programmes Schloß Reichartshausen 65375 Oestrich-Winkel Tel.: 0611 7102 00,info@ebs.de,https://www.ebs.edu/de/international-programmes-office
https://www.daad.de/deutschland/studienangebote/studiengang/en/?a=detail&id=w58463&q=&degree=37&subjects%5B380%5D=1&studyareas%5B380%5D=1&studyfields%5B394%5D=1&studyfields%5B390%5D=1&courselanguage=2&locations=&universities%5B1%5D=1&admissionsemester=&sort=name&page=7,MBA in International Management,ESCP European School of Management in Berlin,Berlin,English,1 year,Master of Business Administration (MBA) (Master of Business Administration),,3200000 EUR total,,,,Winter Semester only,Individually regulated for each course of study.,http://www.escpeurope.eu/de/studienprogramme-escp-europe/mba-in-international-management-escp-europe/mba-in-international-management/overview/overview-mba-in-international-management-escp-europe-business-school/,,,
https://www.daad.de/deutschland/studienangebote/studiengang/en/?a=detail&id=w35489&q=&degree=37&subjects%5B380%5D=1&studyareas%5B380%5D=1&studyfields%5B394%5D=1&studyfields%5B390%5D=1&courselanguage=2&locations=&universities%5B1%5D=1&admissionsemester=&sort=name&page=7,Modern East Asian Studies,University of Duisburg-Essen,Duisburg,English,2 semesters,Master of Arts (Master of Arts),,https://www.uni-due.de/studierendensekretariat/sozial_studierendenschaftsbeitrag.shtml,Regional Studies BA or BA in Economics or Social Science with good command of an East-Asian language (Chinese Japanese Korean) with an overall grade of at least 2.5; command of English at level C1 in accordance with the CEFR European Reference Framework; aptitude assessment test (internal application procedure) deadline for EU citizens is 15.09. for non-EU citizens 15.07. Aptitude test required - earlier application deadlines may be specified! Information and deadlines are provided by the responsible faculty,https://www.uni-due.de/verwaltung/satzungen_ordnungen/pruefungsordnungen.php,open admission,Winter Semester only,09.10.2017 - 02.02.2018 The dates are inclusive of the first and last day specified.,https://www.uni-due.de/in-east/study_programs/ma_meas/,Akademisches Auslandsamt / Campus Essen Universitätsstrasse 2 45141 Essen Tel.: 0201 183-4128 Fax: 0201 183-2257,essen-io@uni-due.de,http://www.uni-due.de/international/
https://www.daad.de/deutschland/studienangebote/studiengang/en/?a=detail&id=w23736&q=&degree=37&subjects%5B380%5D=1&studyareas%5B380%5D=1&studyfields%5B394%5D=1&studyfields%5B390%5D=1&courselanguage=2&locations=&universities%5B1%5D=1&admissionsemester=&sort=name&page=7,Money and Finance,Frankfurt University,Frankfurt am Main,English,4 semesters,Master of Science (Master of Science),,,Bachelor's degree in economics or a related discipline. Please ask the university directly for other requirements.,,selection by the HEI,Winter Semester only,15.10.2018 - 15.02.2019,http://www.uni-frankfurt.de/35791834?,International Office Grüneburgplatz 1 60323 Frankfurt Tel.: 069 798-3838,international@uni-frankfurt.de,http://www2.uni-frankfurt.de/io
https://www.daad.de/deutschland/studienangebote/studiengang/en/?a=detail&id=w8589&q=&degree=37&subjects%5B380%5D=1&studyareas%5B380%5D=1&studyfields%5B394%5D=1&studyfields%5B390%5D=1&courselanguage=2&locations=&universities%5B1%5D=1&admissionsemester=&sort=name&page=7,National/political economics,Humboldt University Berlin,Berlin,English,4 semesters,Master's (Master of Science),,,Degree in economics or in a related subject; specialised competence in a field of economics equivalent to at least 60 ECTS credits; special knowledge in empirical methods equivalent to 24 ECTS; special language proficiency: command of English at a level comparable to minimum level C1; special language proficiency: command of German at least at level B1.,,selection by the HEI,Winter Semester only,15.10.2018 - 16.02.2019,http://www.wiwi.hu-berlin.de/administration/bereich/sb/studium/Master%20VWL.html,International Office/Internationales Büro Unter den Linden 6 10099 Berlin Tel.: 030 2093-2565 Fax: 030 2093-2780,aia.leitung@uv.hu-berlin.de,http://www.international.hu-berlin.de/homepage
https://www.daad.de/deutschland/studienangebote/studiengang/en/?a=detail&id=w58173&q=&degree=37&subjects%5B380%5D=1&studyareas%5B380%5D=1&studyfields%5B394%5D=1&studyfields%5B390%5D=1&courselanguage=2&locations=&universities%5B1%5D=1&admissionsemester=&sort=name&page=7,Operations Research and Business Analytics,University of Magdeburg,Magdeburg,English,4 semesters,Master (Master of Science),,,1. First academic degree (Bachelor Diploma etc.) in a relevant degree programme 2. Proof of English language proficiency 3. Letter of motivation in English,,selection by the HEI,Summer and Winter Semester,08.10.2018 - 25.01.2019,http://www.ovgu.de/Studieninteressierte/Studieng%C3%A4nge+von+A+bis+Z/Master/Operations+Research+and+Business+Analytics.html,Akademisches Auslandsamt Universitätsplatz 2 39106 Magdeburg Tel.: 0391 67-18515 Fax: 0391 67-11132,akaa@ovgu.de,https://www.ovgu.de/International.html
https://www.daad.de/deutschland/studienangebote/studiengang/en/?a=detail&id=w44732&q=&degree=37&subjects%5B380%5D=1&studyareas%5B380%5D=1&studyfields%5B394%5D=1&studyfields%5B390%5D=1&courselanguage=2&locations=&universities%5B1%5D=1&admissionsemester=&sort=name&page=7,Philosophy Politics and Economics (PPE),Private University Witten/Herdecke gGmbH,Witten,English,4 semesters,Master of Arts (Master of Arts),,https://www.uni-wh.de/studium/beitraege-und-finanzierung/,A general higher education entrance qualification or an equivalent qualification and proof of a professionally qualifying degree (Bachelor's Diplom State Examination or equivalent) must be provided for the degree course.,http://www.uni-wh.de/en/economics/philosophy-politics-and-economics-ma/apply-now/,,Winter Semester only,01.04.2018 - 30.09.2018 For information on semester and lecture periods visit: https://www.uni-wh.de/fileadmin/user_upload/02_Studium/00_Allgemein/UWH_Semesterzeiten.pdf,http://www.uni-wh.de/wirtschaft/ppe-philosophy-politics-and-economics-ma/,International Office Alfred-Herrhausen-Straße 50 58448 Witten Tel.: 02302 926-520 Fax: 02302 926-587,international-incoming@uni-wh.de,https://www.uni-wh.de/en/uwh-international/start/
https://www.daad.de/deutschland/studienangebote/studiengang/en/?a=detail&id=w22524&q=&degree=37&subjects%5B380%5D=1&studyareas%5B380%5D=1&studyfields%5B394%5D=1&studyfields%5B390%5D=1&courselanguage=2&locations=&universities%5B1%5D=1&admissionsemester=&sort=name&page=7,Political Economics/Economics,University of Münster,Münster,English,4 semesters,Master (Master of Science),,,,,selection by the HEI,Summer and Winter Semester,01.10.2018 - 25.01.2019,http://www.uni-muenster.de/ZSB/studienfuehrer/zeigefach.php?nr=1150,International Office Schlossplatz 3 48149 Münster Tel.: 0251 83-22215 Fax: 0251 83-22226,international.office@uni-muenster.de,http://www.uni-muenster.de/Auslandsamt/
https://www.daad.de/deutschland/studienangebote/studiengang/en/?a=detail&id=w42187&q=&degree=37&subjects%5B380%5D=1&studyareas%5B380%5D=1&studyfields%5B394%5D=1&studyfields%5B390%5D=1&courselanguage=2&locations=&universities%5B1%5D=1&admissionsemester=&sort=name&page=7,Political Economy,University of Konstanz,Konstanz,English,4 semesters,Master (Master of Science),,http://uni.kn/studiengebuehren,You will need an above-average Bachelor's degree in business administration/economics or political science proof of credits in mathematics statistics economics or political science English language skills (demonstrated by a language test such as Cambridge Certificate of Proficiency in English IELTS or TOEFL) a CV with a letter of motivation and two letters of recommendation from university professors. We will gladly receive your application even if you have not yet obtained your Bachelor's certificate. Please see our website for all the admission requirements.,https://www.wiwi.uni-konstanz.de/en/study/master-of-science/political-economy/how-to-apply/,selection by the HEI,Winter Semester only,22.10.2018 - 16.02.2019,https://www.uni-konstanz.de/en/study/before-you-study/study-programmes/masters-degree/political-economy-msc/,International Office Universitätsstraße 10 78457 Konstanz Tel.: 07531 88-3089 Fax: 07531 88-3037,international@uni-konstanz.de,http://www.uni-konstanz.de/international/
https://www.daad.de/deutschland/studienangebote/studiengang/en/?a=detail&id=w52570&q=&degree=37&subjects%5B380%5D=1&studyareas%5B380%5D=1&studyfields%5B394%5D=1&studyfields%5B390%5D=1&courselanguage=2&locations=&universities%5B1%5D=1&admissionsemester=&sort=name&page=8,Political Sciences,University of Cologne,Köln,English,4 semesters,Double Master's degree (Master of Arts),,http://verwaltung.uni-koeln.de/studsek/content/studium/rueckmeldung_amp_semesterbeitrag/zahlungsdaten_bankverbindung/,An excellent Bachelor's degree in Social Sciences or the Humanities with strong proficiency in Political and Social Sciences; Outstanding academic achievements; Excellent English language skills; Very good intercultural and social skills and relevant practical experience,http://www.wiso.uni-koeln.de/de/international/double-masters-programmes/political-science/,selection by the HEI,Winter Semester only,08.10.2018 - 01.02.2019 Semester period: 01.10.2017 - 31.03.2018,https://verwaltung.uni-koeln.de/abteilung21/content/studienangebot/faecheruebersicht_master/p/studiengang110432/index_ger.html,Dezernat 9 Internationales Universitätsstr. 22a 50937 Köln,zulassung@verw.uni-koeln.de,http://international.uni-koeln.de/
https://www.daad.de/deutschland/studienangebote/studiengang/en/?a=detail&id=w28706&q=&degree=37&subjects%5B380%5D=1&studyareas%5B380%5D=1&studyfields%5B394%5D=1&studyfields%5B390%5D=1&courselanguage=2&locations=&universities%5B1%5D=1&admissionsemester=&sort=name&page=8,Politics Economics Philosophy,University of Hamburg,Hamburg,English,4 semesters,Master of Science (Master of Science),,,Note different application deadlines!! Application deadline for the winter semester: 15 February to 31 March every year Application period: 15.02. - 31.03.! Note different application deadlines!! Application deadline for the winter semester: 15 February to 31 March every year First degree qualifying you to enter a profession; For details see,http://www.uni-hamburg.de/campuscenter/studienangebot/studiengang.html?1242230515,selection by the HEI,Winter Semester only,15.10.2018 - 02.02.2019,http://www.uni-hamburg.de/campuscenter/studienangebot/studiengang.html?1242230515,Abteilung Internationales Mittelweg 177 20148 Hamburg Tel.: 040 42838-7282 Fax: 040 42838-7028,international.office@verw.uni-hamburg.de,http://www.uni-hamburg.de/internationales.html
https://www.daad.de/deutschland/studienangebote/studiengang/en/?a=detail&id=w7309&q=&degree=37&subjects%5B380%5D=1&studyareas%5B380%5D=1&studyfields%5B394%5D=1&studyfields%5B390%5D=1&courselanguage=2&locations=&universities%5B1%5D=1&admissionsemester=&sort=name&page=8,Public Policy (Political Science),University of Erfurt,Erfurt,English,4 semesters,Master of Public Policy (Master of Public Policy),,150000 EUR per semester,General or subject-restricted higher education entrance qualification or an equivalent international qualification for admission to higher education; Completed degree comprising at least 6 semesters or achievement of the required aptitude professionally or in some other way; Above-average achievements in the degree and/or profession; Analytical skills and pronounced interest in political issues and a management role in addition to practical experience in a related professional field; At least 1 year of professional employment in a relevant field of Public Policy Very good command of written and spoken English The prerequisites for applying to the Master of Public Policy programme are higher education entrance qualification (i.e. high school diploma Abitur) college or university degree (Bachelor Master Diplom Staatsexamen [state examination] etc.) with a minimum duration of 6 semesters above-average grades or professional performance analytical talent and pronounced interest in political problems very good English language proficiency (TOEFL: Paper test: 577 or above computer test: 233 or above Internet test: 90 or above; IELTS: 6.5 or above; Cambridge Certificate of Proficiency in English: A or B),http://www.brandtschool.de/admission/admission-requirements.html,open admission,Winter Semester only,15.10.2018 - 09.02.2019,https://www.uni-erfurt.de/studium/studienangebot/master/public-policy/,Internationales Büro Nordhäuser Straße 63 99089 Erfurt Tel.: 0361 737-5030 Fax: 0361 737-5039,international@uni-erfurt.de,http://www.uni-erfurt.de/
https://www.daad.de/deutschland/studienangebote/studiengang/en/?a=detail&id=w22808&q=&degree=37&subjects%5B380%5D=1&studyareas%5B380%5D=1&studyfields%5B394%5D=1&studyfields%5B390%5D=1&courselanguage=2&locations=&universities%5B1%5D=1&admissionsemester=&sort=name&page=8,Quantitative Economics,Kiel University,Kiel,English,4 semesters,Single-subject Master's course (Master of Science),,,- Relevant Bachelor's degree or a comparable degree with a minimum grade of 2.5 or ECTS grade 'C' - Further specific requirements are defined in the examination regulations/academic qualification articles - Course commencement in the winter semester is recommended.,http://www.studium.uni-kiel.de/de/studienangebot,open admission,Summer and Winter Semester,15.10.2018 - 18.02.2019,http://www.studium.uni-kiel.de/de/studienangebot/studienfaecher/quantitative-economics-ma,International Center Westring 400 24118 Kiel Tel.: 0431 880-3715 Fax: 0431 880-1666,mschmode@uv.uni-kiel.de,http://www.international.uni-kiel.de/
https://www.daad.de/deutschland/studienangebote/studiengang/en/?a=detail&id=w59078&q=&degree=37&subjects%5B380%5D=1&studyareas%5B380%5D=1&studyfields%5B394%5D=1&studyfields%5B390%5D=1&courselanguage=2&locations=&universities%5B1%5D=1&admissionsemester=&sort=name&page=8,Quantitative Economics,Ludwig Maximilians University Munich,München,English,4 semesters,Master of Science (Master of Science),,http://www.uni-muenchen.de/studium/administratives/abc_auswahl/gebuehr/index.html,,,,Winter Semester only,09.04.2018 - 14.07.2018,http://www.en.econ.uni-muenchen.de/studies/degree_programs/major/mqe/index.html,Internationale Angelegenheiten (Referat III.3) Geschwister-Scholl Platz 1 80539 München Tel.: 089 2180-2823 Fax: 089 2180-3136,international@lmu.de,http://www.uni-muenchen.de/international
https://www.daad.de/deutschland/studienangebote/studiengang/en/?a=detail&id=w9559&q=&degree=37&subjects%5B380%5D=1&studyareas%5B380%5D=1&studyfields%5B394%5D=1&studyfields%5B390%5D=1&courselanguage=2&locations=&universities%5B1%5D=1&admissionsemester=&sort=name&page=8,Quantitative Economics Quantitative Finance Quantitative Management Quantitative Marketing Law and Quantitative Economics,Frankfurt University,Frankfurt am Main,English,4 semesters,Master of Science (Master of Science),,,Bachelor's degree in economics or a related discipline. Please ask the university directly for other requirements.,,selection by the HEI,Winter Semester only,15.10.2018 - 15.02.2019,http://www.uni-frankfurt.de/35791699?,International Office Grüneburgplatz 1 60323 Frankfurt Tel.: 069 798-3838,international@uni-frankfurt.de,http://www2.uni-frankfurt.de/io
https://www.daad.de/deutschland/studienangebote/studiengang/en/?a=detail&id=w22476&q=&degree=37&subjects%5B380%5D=1&studyareas%5B380%5D=1&studyfields%5B394%5D=1&studyfields%5B390%5D=1&courselanguage=2&locations=&universities%5B1%5D=1&admissionsemester=&sort=name&page=8,Renewable Energy Engineering and Management,University of Freiburg,Freiburg,English,4 semesters,Master of Science (Master of Science),,,Admission requirement and selection criteria according to selection statutes: Application deadline: 15 May Bachelor of Science Diplom in Natural Engineering or Applied Environmental Science,http://www.studium.uni-freiburg.de/de/studienangebot/studienfaecher/info/412,selection by the HEI,Winter Semester only,15.10.2018 - 09.02.2019,https://rem.zee-uni-freiburg.de/mission/,International Office/Büro für Internationale Beziehungen Fahnenbergplatz 79085 Freiburg Tel.: 0761 203-4375 Fax: 0761 203-4377,katharina.aly@io.uni-freiburg.de,http://www.io.uni-freiburg.de
https://www.daad.de/deutschland/studienangebote/studiengang/en/?a=detail&id=w42184&q=&degree=37&subjects%5B380%5D=1&studyareas%5B380%5D=1&studyfields%5B394%5D=1&studyfields%5B390%5D=1&courselanguage=2&locations=&universities%5B1%5D=1&admissionsemester=&sort=name&page=8,Social and Economic Data Analysis,University of Konstanz,Konstanz,English,4 semesters,Master (Master of Science),,http://uni.kn/studiengebuehren,You will need an above-average Bachelor's degree in business administration/economics mathematics statistics political science computer science sociology or psychology proof of credits in three of our Foundation of Data Analysis courses English language skills (demonstrated by a language test such as Cambridge Certificate of Proficiency in English IELTS or TOEFL) a CV with a letter of motivation and two letters of recommendation from university professors. We will gladly receive your application even if you have not yet obtained your Bachelor's certificate. Please see our website for all the admission requirements.,https://www.uni-konstanz.de/studieren/vor-dem-studium/bewerbung-und-immatrikulation/zulassungssatzungen/masterstudiengaenge-mit-numerus-clausus/,selection by the HEI,Winter Semester only,22.10.2018 - 16.02.2019,https://www.uni-konstanz.de/en/study/before-you-study/study-programmes/masters-degree/social-and-economic-data-analysis-msc/,International Office Universitätsstraße 10 78457 Konstanz Tel.: 07531 88-3089 Fax: 07531 88-3037,international@uni-konstanz.de,http://www.uni-konstanz.de/international/
https://www.daad.de/deutschland/studienangebote/studiengang/en/?a=detail&id=w25827&q=&degree=37&subjects%5B380%5D=1&studyareas%5B380%5D=1&studyfields%5B394%5D=1&studyfields%5B390%5D=1&courselanguage=2&locations=&universities%5B1%5D=1&admissionsemester=&sort=name&page=8,Sport Management,Sports University of Cologne,Köln,English,4 semesters,Master of Science (Master of Science),,,http://www.dshs-koeln.de/studium/studienangebot/master/msc-sport-management/admission-requirements/,http://www.dshs-koeln.de/studium/studienangebot/master/msc-sport-management/admission-requirements/,selection by the HEI,Winter Semester only,08.10.2018 - 01.02.2019,http://www.dshs-koeln.de/studium/studienangebot/master/msc-sport-management/,International Office (Abteilung der Stabsstelle Akademische Planung und Steuerung) Am Sportpark Müngersdorf 6 50933 Köln Tel.: 0221 4982-2160 Fax: 0221 4982-8120,international@dshs-koeln.de,http://www.dshs-koeln.de/visitenkarte/einrichtung/auslandsamt/
